name,gattung,epitheton,familie,familie_quelle,gruppe,ebene,pruefungsrelevant,in_vorlesungsliste,in_skript,in_beschreibungs_pdf,in_tsp_fuehrer,deutsch,heimisch,vorlesungseinheit,skript_seiten,namensbeleg,datenlage,master_namen,vorlesung_name,synonym_skript,ocr_varianten,name_pruefen,verdacht_ocr_fehler
Actinidia arguta,Actinidia,arguta,Actinidiaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,Amur-Strahlengriffel (Bayernkiwi),,,130,nur_ocr,duenn,,,,,ja,nein
Actinidia deliciosa,Actinidia,deliciosa,Actinidiaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,,,,130,nur_ocr,duenn,,,,,ja,nein
Actinidia kolomikta,Actinidia,kolomikta,Actinidiaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,Kolomikta-Strahlengriffel,,,130,nur_ocr,duenn,,,,,ja,nein
Cotinus coggygria,Cotinus,coggygria,Anacardiaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Gemeiner Perückenstrauch,ja,36,113,quelle_sauber,vollstaendig,Cotinus coggygria,Cotinus Coggygria,,,nein,nein
Rhus glabra,Rhus,glabra,Anacardiaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,Scharlach-Sumach =,,,113,nur_ocr,duenn,,,,,ja,nein
Rhus typhina,Rhus,typhina,Anacardiaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Hirschkolben Sumach,,37,113,quelle_sauber,vollstaendig,Rhus typhina,Rhus Typhina,,,nein,nein
Vinca major,Vinca,major,Apocynaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Großes Immergrün,,46,144,quelle_sauber,vollstaendig,Vinca major,Vinca Major,,,nein,nein
Vinca minor,Vinca,minor,Apocynaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Kleines Immergrün,ja,46,144,quelle_sauber,vollstaendig,Vinca minor,Vinca Minor,,,nein,nein
Ilex aquifolium,Ilex,aquifolium,Aquifoliaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Gemeine Stechhülse,ja,39,119,quelle_sauber,vollstaendig,Ilex aquifolium,Ilex Aquifolium,,,nein,nein
Ilex verticillata,Ilex,verticillata,Aquifoliaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,Rote Winterbeere | ) i) 5 =,,,120,nur_ocr,duenn,,,,,ja,nein
Hedera colchica,Hedera,colchica,Araliaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,Kolchischer Efeu,,,118,nur_ocr,duenn,,,,,ja,nein
Hedera helis,Hedera,helis,Araliaceae,skript,Laubgehoelz,vorlesung,nein,ja,nein,nein,nein,Efeu,ja,39,,quelle_sauber,duenn,,Hedera Helis,,,nein,nein
Hedera helix,Hedera,helix,Araliaceae,skript,Laubgehoelz,pruefung,ja,nein,ja,ja,ja,,,,118,quelle_sauber,teilweise,Hedera helix,,,,nein,nein
Araucaria araucana,Araucaria,araucana,Araucariaceae,skript,Nadelgehoelz,pruefung,ja,ja,ja,ja,ja,Chiletanne,,9,22,quelle_sauber,vollstaendig,Araucaria araucana,Araucaria Araucana,,,nein,nein
Trachycarpus fortunei,Trachycarpus,fortunei,Arecaceae,extern,Laubgehoelz,pruefung,ja,nein,nein,nein,nein,,,,,quelle_sauber,ohne_quelle,Trachycarpus fortunei,,,,nein,nein
Aristolochia macrophylla,Aristolochia,macrophylla,Aristolochiaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Amerikanische Pfeifenwinde,,11,28,quelle_sauber,teilweise,,Aristolohia Macrophylla,,,nein,nein
Berberis julianae,Berberis,julianae,Berberidaceae,skript,Laubgehoelz,vorlesung,nein,ja,nein,nein,nein,Julians Berberitze,,12,,quelle_sauber,duenn,,Berberis Julianae,,,nein,nein
Berberis ottawensis,Berberis,ottawensis,Berberidaceae,skript,Laubgehoelz,vorlesung,nein,ja,nein,nein,nein,Berberis X Ottawensis Superba,,12,,quelle_sauber,duenn,,Berberis X Ottawensis Superba,,,nein,nein
Berberis thunbergii,Berberis,thunbergii,Berberidaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Thunbergs Berberitze,,12,32,quelle_sauber,vollstaendig,Berberis thunbergii,Berberis Thunbergii,,,nein,nein
Berberis vulgaris,Berberis,vulgaris,Berberidaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Gewöhnliche Berberitze,ja,12,32,quelle_sauber,teilweise,,Berberis Vulgaris,,,nein,nein
Mahonia aquifolium,Mahonia,aquifolium,Berberidaceae,skript,Laubgehoelz,vorlesung,nein,ja,nein,nein,nein,Gewöhnliche Mahonie,,12,,quelle_sauber,duenn,,Mahonia Aquifolium,,,nein,nein
Mahonia media,Mahonia,media,Berberidaceae,skript,Laubgehoelz,vorlesung,nein,ja,nein,nein,nein,Mahonia X Media,,12,,quelle_sauber,duenn,,Mahonia X Media,,,nein,nein
Alnus cordata,Alnus,cordata,Betulaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Italienische Erle,,14,41,quelle_sauber,teilweise,,Alnus Cordata,,,nein,nein
Alnus glutinosa,Alnus,glutinosa,Betulaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Schwarz Erle,ja,14,40,quelle_sauber,vollstaendig,Alnus glutinosa,Alnus Glutinosa,,,nein,nein
Alnus incana,Alnus,incana,Betulaceae,skript,Laubgehoelz,pruefung,ja,nein,ja,nein,nein,,,,40,quelle_sauber,duenn,Alnus incana,,,,nein,nein
Alnus viridis,Alnus,viridis,Betulaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Grün Erle,ja,14,41,quelle_sauber,vollstaendig,Alnus viridis,Alnus VIridis,,,nein,nein
Betula albosinensis,Betula,albosinensis,Betulaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,"Kupfer-Birke, Chin. Birke PN",,,38,nur_ocr,duenn,,,,,ja,nein
Betula ermanii,Betula,ermanii,Betulaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,"Ermans-Birke, Gold-Birke >",,,38,nur_ocr,duenn,,,,,ja,nein
Betula humilis,Betula,humilis,Betulaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,,,,39,nur_ocr,duenn,,,,utilis,ja,nein
Betula nana,Betula,nana,Betulaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,,,,39,nur_ocr,duenn,,,,,ja,nein
Betula nigra,Betula,nigra,Betulaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,"Schwarz-Birke, Fluss-Birke",,,39,nur_ocr,duenn,,,,,ja,nein
Betula papyrifera,Betula,papyrifera,Betulaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,Amerikanische Papier-Birke,,,37,nur_ocr,duenn,,,,,ja,nein
Betula pendula,Betula,pendula,Betulaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Gemeine Birke,ja,14,38,quelle_sauber,vollstaendig,Betula pendula,Betula Pendula,,,nein,nein
Betula platyphylia,Betula,platyphylia,Betulaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,Mandschurische Birke,,,37,nur_ocr,duenn,,,,,ja,nein
Betula pubescens,Betula,pubescens,Betulaceae,skript,Laubgehoelz,pruefung,ja,nein,ja,nein,nein,,,,38,quelle_sauber,duenn,Betula pubescens,,,,nein,nein
Carpinus betulus,Carpinus,betulus,Betulaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Hainbuche,ja,15,43,quelle_sauber,vollstaendig,Carpinus betulus,Carpinus Betulus,,,nein,nein
Carpinus carpinifolia,Carpinus,carpinifolia,Betulaceae,skript,Laubgehoelz,vorlesung,nein,ja,nein,nein,nein,Hopfenbuche,ja,15,,quelle_sauber,duenn,,Carpinus Carpinifolia,,,nein,nein
Corylus avellana,Corylus,avellana,Betulaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Haselnuss,ja,15,42,quelle_sauber,vollstaendig,Corylus avellana,Corylus Avellana,,,nein,nein
Corylus colurna,Corylus,colurna,Betulaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Baumhasel,,15,42,quelle_sauber,teilweise,,Corylus Colurna,,,nein,nein
Corylus maxima,Corylus,maxima,Betulaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Lamberts Hasel,,15,42,quelle_sauber,teilweise,,Corylus Maxima,,,nein,nein
Ostrya carpinifolia,Ostrya,carpinifolia,Betulaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,,,,43,quelle_sauber,duenn,,,,,nein,nein
Campsis grandiflora,Campsis,grandiflora,Bignoniaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,Asiatische Trompetenwinde,,,161,nur_ocr,duenn,,,,,ja,nein
Campsis radicans,Campsis,radicans,Bignoniaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Amerikanische Trompetenwinde,,53,161,quelle_sauber,teilweise,,Campsis Radicans,,,nein,nein
Catalpa bignonioides,Catalpa,bignonioides,Bignoniaceae,skript,Laubgehoelz,pruefung,ja,ja,nein,ja,ja,Gewöhnlicher Trompetenbaum,,53,,quelle_sauber,teilweise,Catalpa bignonioides,Catalpa Bignoioides,,,nein,nein
Catalpa ovata,Catalpa,ovata,Bignoniaceae,skript,Laubgehoelz,vorlesung,nein,ja,nein,nein,nein,Kleinblütiger Trompetenbaum,,53,,quelle_sauber,duenn,,Catalpa Ovata,,,nein,nein
Catalpa speciosa,Catalpa,speciosa,Bignoniaceae,skript,Laubgehoelz,pruefung,ja,nein,ja,nein,nein,,,,160,quelle_sauber,duenn,Catalpa speciosa,,,,nein,nein
Paulownia tomentosa,Paulownia,tomentosa,Bignoniaceae,skript,Laubgehoelz,pruefung,ja,ja,nein,ja,ja,Blauglockenbaum,,52,,quelle_sauber,teilweise,Paulownia tomentosa,Paulonia Tomentosa,,,nein,nein
Buxus microphylla,Buxus,microphylla,Buxaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,Kleinblättriger Buchs y,,,126,nur_ocr,duenn,,,,,ja,nein
Buxus sempervirens,Buxus,sempervirens,Buxaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Gewöhnlicher Buchs,ja,42,126,quelle_sauber,vollstaendig,Buxus sempervirens,Buxus Sempervirens,,,nein,nein
Pachysandra terminalis,Pachysandra,terminalis,Buxaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,"Japanische Pachysandra, Ysander",,42,126,quelle_sauber,teilweise,,Pachysandra Terminalis,,,nein,nein
Calycanthus floridus,Calycanthus,floridus,Calycanthaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Karolina Nelkenpfeffer -Gewürzstrauch,,10,26,quelle_sauber,teilweise,,Calycanthus Floridus,,,nein,nein
Chimonanthus praecox,Chimonanthus,praecox,Calycanthaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Winterblüte,,10,26,quelle_sauber,teilweise,,Chimonathus Praecox,,,nein,nein
Heptacodium miconioides,Heptacodium,miconioides,Caprifoliaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,7 Söhne des Himmels Strauch,,37,114,quelle_sauber,teilweise,,Hetacodium Miconioides,,,nein,nein
Kolkwitzia amabilis,Kolkwitzia,amabilis,Caprifoliaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Kolkwitzie,,48,149,quelle_sauber,teilweise,,Kolkwitzia Amabilis,,,nein,nein
Lonicera caerulea,Lonicera,caerulea,Caprifoliaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Blaue Heckenkirsche,ja,49,149,quelle_sauber,teilweise,,Lonicera Caerulea,,,nein,nein
Lonicera caprdobum,Lonicera,caprdobum,Caprifoliaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,,,,151,nur_ocr,duenn,,,,,ja,nein
Lonicera caprifolium,Lonicera,caprifolium,Caprifoliaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Echtes Geißblatt,ja,49,151,quelle_sauber,teilweise,,Lonicera Caprifolium,,,nein,nein
Lonicera fragranissimaa,Lonicera,fragranissimaa,Caprifoliaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,,,,151,nur_ocr,duenn,,,,,ja,nein
Lonicera henryi,Lonicera,henryi,Caprifoliaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Immergrünes schling.Geißblatt,,50,152,quelle_sauber,teilweise,,Lonicera Henryi,,,nein,nein
Lonicera nitida,Lonicera,nitida,Caprifoliaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Immergrü. Strauch Heckenkirsche,,49,150,quelle_sauber,teilweise,,Lonicera Nitida,,,nein,nein
Lonicera periclymenum,Lonicera,periclymenum,Caprifoliaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,,,,151,nur_ocr,duenn,,,,,ja,nein
Lonicera pileata,Lonicera,pileata,Caprifoliaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Immergrüne kriech.Heckenkirsche,,49,151,quelle_sauber,teilweise,,Lonicera Pileata,,,nein,nein
Lonicera purpusii,Lonicera,purpusii,Caprifoliaceae,skript,Laubgehoelz,vorlesung,nein,ja,nein,nein,nein,Wintergrüne Duftheckenkirsche,,49,,quelle_sauber,duenn,,Lonicera x Purpusii,,,nein,nein
Lonicera tatarica,Lonicera,tatarica,Caprifoliaceae,skript,Laubgehoelz,vorlesung,nein,ja,nein,nein,nein,Tartarische Heckenkirsche,,49,,quelle_sauber,duenn,,Lonicera Tatarica,,,nein,nein
Lonicera xylosteum,Lonicera,xylosteum,Caprifoliaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Gemeine Heckenkirsche,ja,48,149,quelle_sauber,teilweise,,Lonicera Xylosteum,,,nein,nein
Sambucus nigra,Sambucus,nigra,Caprifoliaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Schwarzer Holunder,ja,47,145,quelle_sauber,vollstaendig,Sambucus nigra,Sambucus Nigra,,,nein,nein
Sambucus racemosa,Sambucus,racemosa,Caprifoliaceae,skript,Laubgehoelz,pruefung,ja,nein,ja,nein,nein,,,,145,quelle_sauber,duenn,Sambucus racemosa,,,,nein,nein
Symphoricarpos albus,Symphoricarpos,albus,Caprifoliaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Gemeine Schneebeere,,50,152,quelle_sauber,teilweise,,Symphoricarpos Albus,,,nein,nein
Symphoricarpos chenaultii,Symphoricarpos,chenaultii,Caprifoliaceae,skript,Laubgehoelz,vorlesung,nein,ja,nein,nein,nein,Bastard Schneebeere,,50,,quelle_sauber,duenn,,Symphoricarpos X Chenaultii,,,nein,nein
Symphoricarpos orbiculatus,Symphoricarpos,orbiculatus,Caprifoliaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,,,,152,nur_ocr,duenn,,,,,ja,nein
Viburnum bodnantense,Viburnum,bodnantense,Caprifoliaceae,skript,Laubgehoelz,vorlesung,nein,ja,nein,nein,nein,Rosa Duftschneeball,,48,,quelle_sauber,duenn,,Viburnum X Bodnantense,,,nein,nein
Viburnum x burkwoodii,Viburnum,burkwoodii,Caprifoliaceae,skript,Laubgehoelz,pruefung,ja,ja,nein,nein,nein,Osterschneeball,,48,,quelle_sauber,duenn,Viburnum x burkwoodii,Viburnum X Burkwoodii,,,nein,nein
Viburnum carlesii,Viburnum,carlesii,Caprifoliaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Koreanischer Schneeball,,47,146,quelle_sauber,teilweise,,Viburnum Carlesii,,,nein,nein
Viburnum farreri,Viburnum,farreri,Caprifoliaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Duftender Schneeball,,47,147,quelle_sauber,teilweise,,Viburnum Farreri,,,nein,nein
Viburnum lantana,Viburnum,lantana,Caprifoliaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Wolliger Schneeball,ja,47,146,quelle_sauber,vollstaendig,Viburnum lantana,Viburnum Lantana,,,nein,nein
Viburnum opulus,Viburnum,opulus,Caprifoliaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Gemeiner Schneeball,ja,47,146,quelle_sauber,vollstaendig,Viburnum opulus,Viburnum Opulus,,,nein,nein
Viburnum plicatum,Viburnum,plicatum,Caprifoliaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Japanischer Schneeball,,47,147,quelle_sauber,teilweise,,Viburnum Plicatum,,,nein,nein
Viburnum x pragense,Viburnum,pragense,Caprifoliaceae,skript,Laubgehoelz,pruefung,ja,ja,nein,ja,ja,Prager Schneeball,,48,,quelle_sauber,teilweise,Viburnum x pragense,Viburnum X Pragense,,,nein,nein
Viburnum rhytidophyllum,Viburnum,rhytidophyllum,Caprifoliaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,nein,Runzelblättriger Schneeball,,48,147,quelle_sauber,vollstaendig,Viburnum rhytidophyllum,Viburnum Rhytidophyllum,,,nein,nein
Weigela floribunda,Weigela,floribunda,Caprifoliaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,Reichblütige Weigelie,,,148,nur_ocr,duenn,,,,flonda,ja,nein
Weigela japonica,Weigela,japonica,Caprifoliaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,,,,148,nur_ocr,duenn,,,,,ja,nein
Weigela praecox,Weigela,praecox,Caprifoliaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,Frühblühende Weigelie,,,148,nur_ocr,duenn,,,,,ja,ja
Weigelia sp.,Weigela,sp,Caprifoliaceae,skript,Laubgehoelz,pruefung,ja,ja,nein,nein,ja,Weigelie,,48,,quelle_sauber,duenn,Weigelia sp.,Weigelia Sp,,,nein,nein
Celastrus orbiculatus,Celastrus,orbiculatus,Celastraceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,"Rundblättriger Baumwürger ee sail KY, ",,,122,nur_ocr,duenn,,,,,ja,nein
Euonymus alata,Euonymus,alata,Celastraceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Flügeliger Spindelstrauch,,40,121,quelle_sauber,teilweise,,Euonymus Alata,,alatus,nein,nein
Euonymus europaea,Euonymus,europaea,Celastraceae,skript,Laubgehoelz,vorlesung,nein,ja,nein,nein,nein,Pfaffenhütchen,ja,39,,quelle_sauber,duenn,,Euonymus Europaea,,,nein,nein
Euonymus europaeus,Euonymus,europaeus,Celastraceae,skript,Laubgehoelz,pruefung,ja,nein,ja,ja,ja,,,,120,quelle_sauber,teilweise,Euonymus europaeus,,,europsea,nein,nein
Euonymus fortunei,Euonymus,fortunei,Celastraceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,nein,Kletter Spindelstrauch,,40,121,quelle_sauber,vollstaendig,Euonymus fortunei,Euonymus Fortunei,,,nein,nein
Euonymus japonica,Euonymus,japonica,Celastraceae,skript,Laubgehoelz,vorlesung,nein,ja,nein,nein,nein,Japanischer Spindelstrauch,,40,121,quelle_sauber,duenn,,Euonymus Japonica,,japonicus,nein,nein
Euonymus latifolius,Euonymus,latifolius,Celastraceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,,,,120,nur_ocr,duenn,,,,,ja,nein
Euonymus planipes,Euonymus,planipes,Celastraceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,Großfrüchtiger-Spindelstrauch BaAyres ,,,120,nur_ocr,duenn,,,,,ja,ja
Euonymus verrucosa,Euonymus,verrucosa,Celastraceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Warziger Spindelstrauch,ja,39,121,quelle_sauber,teilweise,,Euonymus Verrucosa,,,nein,nein
Cephalotaxus harringtonia,Cephalotaxus,harringtonia,Cephalotaxaceae,skript,Nadelgehoelz,vorlesung,nein,ja,ja,nein,nein,Harringtons Kopfeibe,,9,22,quelle_sauber,teilweise,,Cephalotaxus Harringtonia,,,nein,nein
Cercidiphyllum japonicum,Cercidiphyllum,japonicum,Cercidiphyllaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Japanischer Kuchenbaum,,10,27,quelle_sauber,vollstaendig,Cercidiphyllum japonicum,Cercidiphyllum Japonicum,,,nein,nein
Aucuba japonica,Aucuba,japonica,Cornaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Japanische Aukube,,38,117,quelle_sauber,teilweise,,Aucuba Japonica,,,nein,nein
